title,level
"Quick pick: Support the recognization of an existing file when its path is begining with ""./""",Lowest
Syntax highlighting for backup/sample files,Lowest
Run NPM Scripts in the currently open terminal,Lowest
can not select the whole number by double clicking,Lowest
Allow adding folder to workspace with 'name',Lowest
Don't delete files when replacing dir,Lowest
Extension API for Inline Values,Lowest
Select and Delete one or more cells in IPython Workspace(VS Code),Lowest
Add title description support to custom tree views,Lowest
"Multi line ""Copy Message"" from problems panel.",Lowest
"Workbench hovers don't support equivalent of ""editor.hover.sticky"" setting",Lowest
Better alignment of Sidebar components when Activity Bar is hidden,Lowest
Multitasking (switch recent editor tabs in Alt+Tab),Lowest
API for horizontal scroll position in TextEditor,Highest
Treat SConstruct/SConscript files as python automatically,Lowest
"Change default setting: ""Preview Mode"" from enabled to disabled",Lowest
Exceptions for filenames in contributes.languages,Lowest
Support to run web playground in remote env,Lowest
please allow a filter on not installed extensions too,Lowest
"When switch config, it would great switch target device automaticly",Lowest
Support enable/disable on SelectActionViewItem,Lowest
Global context key for viewType,Lowest
Add toml front matter support for Markdown,Lowest
Trusted Types compatibility: use DOM API for creating HTML elements instead of string concatenation in inspectEditorTokens.ts,Lowest
[cli] specify command that runs on window open,High
macOS: detect high contrast theme,Lowest
SCM: Have repository switcher in status bar,Lowest
Multiple cursors on the same line,Lowest
File is a directory,Lowest
Expose noResolveAliases property in showOpenDialog,Lowest
Keyboard Shortcut: Command for workbench.action.debug.selectandrun,Lowest
implement debugger PerfTips,Medium
Handle in Client side disassembleRequest and readMemoryRequest,Lowest
"Better ""when clause"" with full path support",Lowest
Use the git submodule's name in source control view,Lowest
Allow snippets to target standard token types,Lowest
Pass Cache-Control: no-cache header when syncing via the Sync Now command,Lowest
Allow search to operate on directory/file names in addition to their contents,Lowest
Go to list separator,Lowest
Allow to Close/Open project in workspace,Lowest
Support fish shell for tasks,Lowest
File Explorer as Ctrl-P popup,Lowest
Press <F3> to search for a string,Lowest
Support for .jenkinsfile extension and Jenkinsfile.* filename pattern,Lowest
Open Images from Markdown Preview,Low
Winget - Publish system setup for stable and insiders,Lowest
Customise the order of codeActionsOnSave inc. formatOnSave,Lowest
Add ability to change Custom Editor title,Lowest
[html] Add value proposals for rel attribute ,Lowest
Allow platform specific workspace folders (multi-folder workspace),Lowest
Add strict notebook document edit api,Lowest
Running multiple configurations with same name is not working,Lowest
Add an option to prevent side panel from opening,Lowest
Allow window to restore over multiple displays,Lowest
show line numbers in REFERENCES: RESULTS,Lowest
[theme] allow variables in the color theme definition file,Lowest
Vertical Split Panel Views,Lowest
"Split ""search.exclude"" setting into two settings: one for search in files, and one for quick open",Lowest
Allow to open same file in multiple tabs (without split),Lowest
Julia extension in the core VS Code product,Medium
Screencast Mode only settings,High
105160: Support configuring keyboard overlay timeout + mouse indicator color/size,Lowest
Can this option be turned off?,Lowest
[Insiders] Custom task provider cannot use windows definition,Lowest
[PLEASE] add a new key bingding for `Trigger suggestion` to deal with windows ime legacy-issue of history,Lowest
Shortcut to add multiple cursors to selection while in find input,Lowest
Add setting for cell toolbar position,Lowest
Multiple Explorers,Lowest
[Request] Support for formatting when close bracket is injected by editor.autoClosingBrackets,Lowest
"Have separate key shortcuts for ""Replace"" and ""Find Next"" in find/replace dialog.",Lowest
Default replace string to selection,Lowest
References view should automatically reload after TS initializes,Lowest
Explore supporting multiple run actions on a notebook cell,Lowest
Improve keyboard shortcut sync failure flow,Lowest
Ctrl+0 to restore zoom level,Medium
Progress bars should have a way to report what they are about,Lowest
Support configuring screencast key overlay timeout,Lowest
Support predefined variables in find/replace,Lowest
"When debugging multiple sessions, show only one highlighted line based on focused session",Lowest
Can you please add run single cell on top tool bar ,High
Launch VS Code from command line in background,Lowest
Add debugwithEdge option to serverReadyAction,Lowest
Watch name and column should be spaced evenly,Lowest
Multi-Line Edit is Wrongly Deleting Text from Wrapped Lines,Lowest
Add ability to apply custom icon to Custom Editors,Lowest
Have scrolling option for clicking on minimap (per page vs jump to target),Lowest
Git: Support spawning git on a shell script,Lowest
[Feature request] Background image for Center Layout,Lowest
please always show english tip in git menu even user chosing cjk display language,Lowest
Need way to hide cursor when text is selected,Lowest
Left side of gutter SCM diff decorations,Lowest
Can't input backslash.,Lowest
Make notebook status bar contributable,Lowest
Snippets + Auto-closing pairs don't compliment each other,Highest
Add socks proxy support,Low
Option to always expand open editors section by default,Lowest
"Sync Settings can not change acconts easily, please add login function like VS",Lowest
macOS: Allow Command+Tilde to switch windows,Lowest
Windows: update list of not allowed filenames to include Aux.*,Lowest
Pycharm like jupyter control ,Lowest
[html] auto remove closing-tag,Lowest
"Add ""(approximate)""  to TS partial mode hovers / IntelliSense",Lowest
Horizontal pane in diff comparison,Medium
Git: Add support to delete remote git tags using command palette,Lowest
Git: Clone to an alternate directory name,Highest
Expose 'sendInputEvent' to extensions to allow simulating keypresses,Medium
Keyboard Shortcuts Settings UI: Add columns for co,Lowest
"Add ""editor.gotoLocation.multipleDeclarations"": ""gotoAndFind""",Lowest
Trusted notebook outputs,Lowest
Workspace search for selected text in terminal,Lowest
SCM: Support workspace diff navigation,Lowest
Show disabled extensions except for disabled built-in extensions in Visual Studio Code,Lowest
Move editor actions into the window title to free up space,High
extendMarkdownIt not work in notebook ,Lowest
Add snippets for markdown,Lowest
Call native logging APIs when debugging in the extension host,Lowest
Support opening files in external application,Lowest
"[Settings Sync] Can't see ""accept remote"" button in in-line diffs",Lowest
[folding] Folding via regex,Lowest
Feedback in search and replace,Lowest
Highlight a word for multiple panels,Lowest
Allow settings sync history to be exported,Lowest
Unable to switch github account in settings sync,Lowest
"Better ""Debug: Open link"" with button and saved URL",Lowest
Debug views icons,Lowest
Add Education extension category,Lowest
Improve support of custom editors on Source Control tab,Lowest
Add Count of Open Editors,Lowest
New condition for breakpoints: enable after another breakpoint was hit,Lowest
file are not sorted in ascending order for numeric file name,Lowest
references view container should have a toggle expand/collapse button,Lowest
Drag and drop vsix from explorer not installing extension,Lowest
Allow to rename a workspace file inside VSCode,Lowest
